# wn[cm-1] real imag
3662.21 1.14009 2.7600e-02
3654.50 1.13498 3.2690e-02
3646.79 1.12999 3.8100e-02
3639.08 1.12525 4.3790e-02
3631.36 1.12053 4.9750e-02
3623.65 1.11597 5.6000e-02
3615.93 1.11131 6.2610e-02
3608.22 1.10683 6.9650e-02
3600.50 1.10224 7.7200e-02
3592.79 1.09799 8.5300e-02
3585.08 1.09369 9.4000e-02
3577.37 1.09002 1.0332e-01
3569.64 1.08600 1.1330e-01
3561.94 1.08319 1.2397e-01
3554.22 1.08015 1.3538e-01
3546.50 1.07811 1.4755e-01
3538.80 1.07707 1.6040e-01
3531.09 1.07706 1.7384e-01
3523.36 1.07719 1.8778e-01
3515.66 1.07978 2.0212e-01
3507.94 1.08253 2.1673e-01
3500.22 1.08736 2.3142e-01
3492.51 1.09336 2.4596e-01
3484.79 1.10042 2.6013e-01
3477.09 1.10962 2.7374e-01
3469.37 1.11867 2.8671e-01
3461.66 1.12972 2.9901e-01
3453.95 1.14146 3.1056e-01
3446.23 1.15425 3.2121e-01
3438.52 1.16786 3.3077e-01
3430.80 1.18216 3.3912e-01
3423.09 1.19683 3.4629e-01
3415.37 1.21182 3.5239e-01
3407.65 1.22710 3.5749e-01
3399.94 1.24242 3.6153e-01
3392.23 1.25914 3.6440e-01
3384.52 1.27488 3.6606e-01
3376.80 1.29089 3.6646e-01
3369.09 1.30711 3.6560e-01
3361.37 1.32193 3.6345e-01
3353.66 1.33742 3.6004e-01
3345.95 1.35224 3.5545e-01
3338.23 1.36536 3.4985e-01
3330.51 1.37783 3.4347e-01
3322.80 1.38922 3.3656e-01
3315.09 1.40000 3.2937e-01
3307.37 1.40887 3.2205e-01
3299.67 1.41861 3.1469e-01
3291.94 1.42579 3.0731e-01
3284.23 1.43395 2.9992e-01
3276.52 1.44061 2.9254e-01
3268.81 1.44734 2.8523e-01
3261.09 1.45297 2.7802e-01
3253.38 1.45866 2.7098e-01
3245.66 1.46341 2.6423e-01
3237.94 1.46826 2.5792e-01
3230.24 1.47351 2.5199e-01
3222.52 1.47893 2.4609e-01
3214.80 1.48438 2.3978e-01
3207.09 1.49031 2.3286e-01
3199.38 1.49550 2.2538e-01
3191.67 1.50074 2.1750e-01
3183.95 1.50533 2.0925e-01
3176.24 1.50936 2.0065e-01
3168.52 1.51262 1.9177e-01
3160.81 1.51555 1.8276e-01
3153.09 1.51764 1.7376e-01
3145.38 1.51896 1.6490e-01
3137.67 1.52021 1.5624e-01
3129.95 1.52044 1.4783e-01
3122.24 1.52083 1.3963e-01
3114.53 1.52078 1.3154e-01
3106.82 1.52055 1.2346e-01
3099.09 1.51951 1.1540e-01
3091.38 1.51830 1.0744e-01
3083.67 1.51642 9.9740e-02
3075.96 1.51420 9.2410e-02
3068.24 1.51133 8.5470e-02
3060.53 1.50851 7.8950e-02
3052.81 1.50520 7.2830e-02
3045.09 1.50179 6.7140e-02
3037.38 1.49824 6.1850e-02
3029.67 1.49462 5.6950e-02
3021.96 1.49097 5.2430e-02
3014.25 1.48722 4.8260e-02
3006.53 1.48354 4.4420e-02
2998.82 1.47982 4.0880e-02
2991.10 1.47620 3.7620e-02
2983.38 1.47256 3.4620e-02
2975.68 1.46911 3.1850e-02
2967.96 1.46560 2.9300e-02
2960.24 1.46220 2.6960e-02
2952.54 1.45894 2.4810e-02
2944.81 1.45566 2.2830e-02
2937.10 1.45254 2.1000e-02
2929.39 1.44950 1.9300e-02
2921.68 1.44654 1.7730e-02
2913.97 1.44363 1.6260e-02
2906.25 1.44079 1.4900e-02
2898.53 1.43801 1.3650e-02
2890.82 1.43528 1.2500e-02
2883.11 1.43264 1.1460e-02
2875.39 1.43006 1.0520e-02
2867.68 1.42757 9.6500e-03
2859.96 1.42513 8.8600e-03
2852.25 1.42276 8.1400e-03
2844.54 1.42049 7.4800e-03
2836.82 1.41824 6.8800e-03
2829.11 1.41607 6.3400e-03
2821.39 1.41393 5.8500e-03
2813.68 1.41188 5.4200e-03
2805.96 1.40987 5.0400e-03
2798.25 1.40794 4.7100e-03
2790.54 1.40605 4.4200e-03
2782.83 1.40424 4.1600e-03
2775.11 1.40247 3.9300e-03
2767.39 1.40077 3.7200e-03
2759.68 1.39910 3.5300e-03
2751.97 1.39749 3.3800e-03
2744.25 1.39592 3.2400e-03
2736.54 1.39439 3.1200e-03
2728.83 1.39291 3.0200e-03
2721.11 1.39147 2.9300e-03
2713.40 1.39005 2.8600e-03
2705.69 1.38870 2.7900e-03
2697.97 1.38735 2.7300e-03
2690.25 1.38605 2.6800e-03
2682.54 1.38476 2.6400e-03
2674.83 1.38351 2.6100e-03
2667.11 1.38227 2.5800e-03
2659.40 1.38106 2.5700e-03
2651.68 1.37986 2.5700e-03
2643.97 1.37870 2.5700e-03
2636.25 1.37752 2.5900e-03
2628.54 1.37640 2.6300e-03
2620.83 1.37526 2.6800e-03
2613.12 1.37417 2.7500e-03
2605.40 1.37309 2.8300e-03
2597.69 1.37204 2.9200e-03
2589.98 1.37100 3.0200e-03
2582.26 1.36999 3.1400e-03
2574.55 1.36899 3.2600e-03
2566.83 1.36802 3.4000e-03
2559.12 1.36705 3.5500e-03
2551.40 1.36613 3.7100e-03
2543.69 1.36521 3.8800e-03
2535.97 1.36432 4.0500e-03
2528.26 1.36344 4.2300e-03
2520.55 1.36260 4.4200e-03
2512.83 1.36176 4.6100e-03
2505.12 1.36095 4.8000e-03
2497.40 1.36014 5.0000e-03
2489.69 1.35938 5.2100e-03
2481.97 1.35861 5.4100e-03
2474.26 1.35788 5.6200e-03
2466.55 1.35715 5.8200e-03
2458.83 1.35644 6.0200e-03
2451.12 1.35574 6.2300e-03
2443.41 1.35507 6.4200e-03
2435.69 1.35438 6.6200e-03
2427.98 1.35374 6.8000e-03
2420.26 1.35306 6.9800e-03
2412.55 1.35241 7.1500e-03
2404.84 1.35173 7.3200e-03
2397.12 1.35104 7.5100e-03
2389.41 1.35037 7.7100e-03
2381.70 1.34969 7.9200e-03
2373.98 1.34901 8.1400e-03
2366.27 1.34835 8.3800e-03
2358.55 1.34764 8.6200e-03
2350.84 1.34697 8.9000e-03
2343.13 1.34627 9.2100e-03
2335.41 1.34560 9.5700e-03
2327.70 1.34495 9.9600e-03
2319.99 1.34435 1.0400e-02
2312.27 1.34380 1.0860e-02
2304.56 1.34332 1.1320e-02
2296.84 1.34289 1.1760e-02
2289.13 1.34248 1.2170e-02
2281.41 1.34208 1.2560e-02
2273.70 1.34170 1.2930e-02
2265.99 1.34130 1.3310e-02
2258.27 1.34092 1.3700e-02
2250.56 1.34052 1.4120e-02
2242.85 1.34019 1.4580e-02
2235.13 1.33988 1.5060e-02
2227.41 1.33965 1.5560e-02
2219.70 1.33948 1.6050e-02
2211.99 1.33939 1.6530e-02
2204.27 1.33936 1.6980e-02
2196.56 1.33942 1.7390e-02
2188.84 1.33950 1.7730e-02
2181.13 1.33968 1.8010e-02
2173.42 1.33984 1.8210e-02
2165.70 1.34007 1.8330e-02
2157.99 1.34032 1.8350e-02
2150.27 1.34054 1.8280e-02
2142.56 1.34076 1.8110e-02
2134.85 1.34096 1.7850e-02
2127.13 1.34108 1.7500e-02
2119.42 1.34117 1.7070e-02
2111.71 1.34114 1.6580e-02
2103.99 1.34106 1.6040e-02
2096.28 1.34087 1.5480e-02
2088.56 1.34063 1.4900e-02
2080.85 1.34028 1.4310e-02
2073.14 1.33988 1.3720e-02
2065.42 1.33940 1.3130e-02
2057.71 1.33884 1.2560e-02
2050.00 1.33823 1.2010e-02
2042.28 1.33754 1.1480e-02
2034.57 1.33681 1.0990e-02
2026.85 1.33604 1.0520e-02
2019.14 1.33520 1.0090e-02
2011.42 1.33436 9.6900e-03
2003.71 1.33346 9.3200e-03
1996.00 1.33254 8.9700e-03
1988.28 1.33156 8.6500e-03
1980.57 1.33057 8.3600e-03
1972.85 1.32952 8.1000e-03
1965.14 1.32846 7.8800e-03
1957.43 1.32733 7.7000e-03
1949.71 1.32622 7.5600e-03
1942.00 1.32505 7.4600e-03
1934.28 1.32389 7.4000e-03
1926.57 1.32269 7.3700e-03
1918.86 1.32150 7.3800e-03
1911.14 1.32028 7.4100e-03
1903.43 1.31907 7.4700e-03
1895.71 1.31783 7.5300e-03
1888.00 1.31658 7.6000e-03
1880.29 1.31528 7.6700e-03
1872.57 1.31394 7.7400e-03
1864.86 1.31253 7.8200e-03
1857.14 1.31107 7.9100e-03
1849.43 1.30951 8.0200e-03
1841.72 1.30787 8.1600e-03
1834.00 1.30614 8.3400e-03
1826.29 1.30430 8.5500e-03
1818.58 1.30234 8.8100e-03
1810.86 1.30023 9.1200e-03
1803.15 1.29794 9.5100e-03
1795.43 1.29544 1.0000e-02
1787.72 1.29269 1.0660e-02
1780.01 1.28967 1.1540e-02
1772.29 1.28635 1.2750e-02
1764.58 1.28275 1.4400e-02
1756.86 1.27892 1.6640e-02
1749.15 1.27497 1.9570e-02
1741.44 1.27102 2.3290e-02
1733.72 1.26723 2.7890e-02
1726.01 1.26374 3.3460e-02
1718.29 1.26084 4.0090e-02
1710.58 1.25894 4.7770e-02
1702.86 1.25835 5.6290e-02
1695.15 1.25947 6.5320e-02
1687.44 1.26242 7.4450e-02
1679.72 1.26742 8.3180e-02
1672.01 1.27428 9.0950e-02
1664.30 1.28293 9.7180e-02
1656.58 1.29277 1.0136e-01
1648.87 1.30340 1.0318e-01
1641.15 1.31373 1.0227e-01
1633.44 1.32313 9.9440e-02
1625.73 1.33143 9.4730e-02
1618.01 1.33793 8.8610e-02
1610.30 1.34267 8.1660e-02
1602.58 1.34530 7.4490e-02
1594.87 1.34632 6.7640e-02
1587.16 1.34587 6.1480e-02
1579.44 1.34448 5.6210e-02
1571.73 1.34236 5.1870e-02
1564.01 1.33995 4.8380e-02
1556.30 1.33724 4.5660e-02
1548.58 1.33446 4.3690e-02
1540.87 1.33170 4.2430e-02
1533.16 1.32914 4.1830e-02
1525.44 1.32694 4.1760e-02
1517.73 1.32525 4.2020e-02
1510.02 1.32398 4.2370e-02
1502.30 1.32315 4.2640e-02
1494.59 1.32247 4.2750e-02
1486.87 1.32197 4.2690e-02
1479.16 1.32142 4.2490e-02
1471.45 1.32091 4.2160e-02
1463.73 1.32026 4.1770e-02
1456.02 1.31954 4.1370e-02
1448.30 1.31873 4.1020e-02
1440.59 1.31794 4.0690e-02
1432.88 1.31706 4.0390e-02
1425.16 1.31618 4.0130e-02
1417.45 1.31522 3.9930e-02
1409.73 1.31432 3.9790e-02
1402.02 1.31338 3.9700e-02
1394.31 1.31252 3.9610e-02
1386.59 1.31157 3.9540e-02
1378.88 1.31067 3.9530e-02
1371.16 1.30976 3.9590e-02
1363.45 1.30901 3.9670e-02
1355.74 1.30830 3.9670e-02
1348.02 1.30765 3.9540e-02
1340.31 1.30689 3.9280e-02
1332.59 1.30603 3.8970e-02
1324.88 1.30499 3.8680e-02
1317.17 1.30394 3.8440e-02
1309.45 1.30277 3.8250e-02
1301.74 1.30161 3.8120e-02
1294.02 1.30040 3.8020e-02
1286.31 1.29920 3.7960e-02
1278.60 1.29797 3.7930e-02
1270.88 1.29680 3.7910e-02
1263.17 1.29558 3.7880e-02
1255.45 1.29442 3.7790e-02
1247.74 1.29317 3.7640e-02
1240.03 1.29186 3.7430e-02
1232.31 1.29039 3.7230e-02
1224.60 1.28891 3.7050e-02
1216.88 1.28731 3.6880e-02
1209.17 1.28568 3.6720e-02
1201.46 1.28393 3.6550e-02
1193.74 1.28216 3.6390e-02
1186.03 1.28021 3.6240e-02
1178.31 1.27823 3.6130e-02
1170.60 1.27611 3.6040e-02
1162.89 1.27394 3.5980e-02
1155.17 1.27163 3.5950e-02
1147.46 1.26924 3.5970e-02
1139.74 1.26674 3.6050e-02
1132.03 1.26419 3.6150e-02
1124.32 1.26148 3.6270e-02
1116.60 1.25870 3.6420e-02
1108.89 1.25571 3.6620e-02
1101.17 1.25261 3.6910e-02
