# wn[cm-1] real imag
3091.38 1.50838 9.9890e-02
3083.67 1.50612 9.3100e-02
3075.96 1.50374 8.6670e-02
3068.24 1.50094 8.0570e-02
3060.53 1.49829 7.4770e-02
3052.81 1.49522 6.9270e-02
3045.09 1.49209 6.4090e-02
3037.38 1.48881 5.9240e-02
3029.67 1.48547 5.4750e-02
3021.96 1.48210 5.0570e-02
3014.25 1.47863 4.6710e-02
3006.53 1.47520 4.3140e-02
2998.82 1.47173 3.9870e-02
2991.10 1.46836 3.6850e-02
2983.38 1.46497 3.4080e-02
2975.68 1.46177 3.1520e-02
2967.96 1.45849 2.9180e-02
2960.24 1.45535 2.7040e-02
2952.54 1.45235 2.5070e-02
2944.81 1.44933 2.3260e-02
2937.10 1.44649 2.1590e-02
2929.39 1.44374 2.0020e-02
2921.68 1.44108 1.8550e-02
2913.97 1.43848 1.7140e-02
2906.25 1.43593 1.5790e-02
2898.53 1.43340 1.4520e-02
2890.82 1.43089 1.3330e-02
2883.11 1.42844 1.2250e-02
2875.39 1.42600 1.1260e-02
2867.68 1.42362 1.0380e-02
2859.96 1.42131 9.6000e-03
2852.25 1.41906 8.9000e-03
2844.54 1.41691 8.2600e-03
2836.82 1.41479 7.6800e-03
2829.11 1.41275 7.1600e-03
2821.39 1.41075 6.7000e-03
2813.68 1.40884 6.2800e-03
2805.96 1.40697 5.8900e-03
2798.25 1.40516 5.5500e-03
2790.54 1.40339 5.2600e-03
2782.83 1.40170 5.0000e-03
2775.11 1.40005 4.7700e-03
2767.39 1.39847 4.5500e-03
2759.68 1.39692 4.3500e-03
2751.97 1.39543 4.1700e-03
2744.25 1.39396 4.0100e-03
2736.54 1.39255 3.8600e-03
2728.83 1.39116 3.7200e-03
2721.11 1.38982 3.5900e-03
2713.40 1.38847 3.4700e-03
2705.69 1.38719 3.3700e-03
2697.97 1.38591 3.2800e-03
2690.25 1.38467 3.2000e-03
2682.54 1.38344 3.1400e-03
2674.83 1.38225 3.0800e-03
2667.11 1.38106 3.0400e-03
2659.40 1.37991 3.0100e-03
2651.68 1.37876 2.9900e-03
2643.97 1.37765 2.9900e-03
2636.25 1.37653 3.0000e-03
2628.54 1.37547 3.0300e-03
2620.83 1.37439 3.0700e-03
2613.12 1.37336 3.1200e-03
2605.40 1.37233 3.1900e-03
2597.69 1.37133 3.2800e-03
2589.98 1.37035 3.3800e-03
2582.26 1.36941 3.4900e-03
2574.55 1.36847 3.6100e-03
2566.83 1.36758 3.7300e-03
2559.12 1.36667 3.8700e-03
2551.40 1.36583 4.0000e-03
2543.69 1.36497 4.1500e-03
2535.97 1.36417 4.3000e-03
2528.26 1.36335 4.4400e-03
2520.55 1.36259 4.5900e-03
2512.83 1.36180 4.7300e-03
2505.12 1.36106 4.8800e-03
2497.40 1.36031 5.0200e-03
2489.69 1.35960 5.1600e-03
2481.97 1.35886 5.3000e-03
2474.26 1.35816 5.4400e-03
2466.55 1.35743 5.5800e-03
2458.83 1.35674 5.7200e-03
2451.12 1.35602 5.8600e-03
2443.41 1.35533 6.0200e-03
2435.69 1.35460 6.1900e-03
2427.98 1.35392 6.3800e-03
2420.26 1.35322 6.5900e-03
2412.55 1.35257 6.8100e-03
2404.84 1.35191 7.0300e-03
2397.12 1.35129 7.2600e-03
2389.41 1.35066 7.4900e-03
2381.70 1.35006 7.7400e-03
2373.98 1.34947 7.9800e-03
2366.27 1.34891 8.2200e-03
2358.55 1.34833 8.4500e-03
2350.84 1.34779 8.6700e-03
2343.13 1.34721 8.9000e-03
2335.41 1.34665 9.1400e-03
2327.70 1.34606 9.4000e-03
2319.99 1.34552 9.6800e-03
2312.27 1.34495 9.9700e-03
2304.56 1.34442 1.0290e-02
2296.84 1.34389 1.0620e-02
2289.13 1.34339 1.0970e-02
2281.41 1.34291 1.1340e-02
2273.70 1.34248 1.1710e-02
2265.99 1.34204 1.2090e-02
2258.27 1.34167 1.2480e-02
2250.56 1.34127 1.2880e-02
2242.85 1.34097 1.3290e-02
2235.13 1.34065 1.3700e-02
2227.41 1.34041 1.4120e-02
2219.70 1.34019 1.4520e-02
2211.99 1.34006 1.4910e-02
2204.27 1.33993 1.5260e-02
2196.56 1.33988 1.5580e-02
2188.84 1.33981 1.5850e-02
2181.13 1.33981 1.6090e-02
2173.42 1.33978 1.6290e-02
2165.70 1.33981 1.6450e-02
2157.99 1.33985 1.6560e-02
2150.27 1.33991 1.6610e-02
2142.56 1.33995 1.6610e-02
2134.85 1.34003 1.6550e-02
2127.13 1.34005 1.6420e-02
2119.42 1.34010 1.6220e-02
2111.71 1.34005 1.5970e-02
2103.99 1.34002 1.5660e-02
2096.28 1.33989 1.5300e-02
2088.56 1.33973 1.4910e-02
2080.85 1.33948 1.4490e-02
2073.14 1.33921 1.4050e-02
2065.42 1.33884 1.3590e-02
2057.71 1.33841 1.3140e-02
2050.00 1.33794 1.2690e-02
2042.28 1.33741 1.2230e-02
2034.57 1.33680 1.1790e-02
2026.85 1.33616 1.1370e-02
2019.14 1.33543 1.0970e-02
2011.42 1.33470 1.0600e-02
2003.71 1.33389 1.0260e-02
1996.00 1.33308 9.9500e-03
1988.28 1.33219 9.6600e-03
1980.57 1.33131 9.4100e-03
1972.85 1.33036 9.1800e-03
1965.14 1.32943 8.9800e-03
1957.43 1.32841 8.8000e-03
1949.71 1.32740 8.6600e-03
1942.00 1.32633 8.5400e-03
1934.28 1.32526 8.4600e-03
1926.57 1.32413 8.4200e-03
1918.86 1.32301 8.4000e-03
1911.14 1.32183 8.4200e-03
1903.43 1.32067 8.4700e-03
1895.71 1.31945 8.5300e-03
1888.00 1.31824 8.6100e-03
1880.29 1.31695 8.7100e-03
1872.57 1.31566 8.8300e-03
1864.86 1.31428 8.9600e-03
1857.14 1.31288 9.1200e-03
1849.43 1.31138 9.3100e-03
1841.72 1.30984 9.5100e-03
1834.00 1.30817 9.7300e-03
1826.29 1.30640 1.0000e-02
1818.58 1.30447 1.0360e-02
1810.86 1.30245 1.0820e-02
1803.15 1.30026 1.1390e-02
1795.43 1.29798 1.2090e-02
1787.72 1.29550 1.2940e-02
1780.01 1.29290 1.3970e-02
1772.29 1.29007 1.5210e-02
1764.58 1.28705 1.6740e-02
1756.86 1.28380 1.8620e-02
1749.15 1.28032 2.0910e-02
1741.44 1.27652 2.3770e-02
1733.72 1.27248 2.7460e-02
1726.01 1.26828 3.2340e-02
1718.29 1.26449 3.8670e-02
1710.58 1.26160 4.6480e-02
1702.86 1.26022 5.5520e-02
1695.15 1.26080 6.5300e-02
1687.44 1.26351 7.5230e-02
1679.72 1.26834 8.4810e-02
1672.01 1.27525 9.3580e-02
1664.30 1.28418 1.0099e-01
1656.58 1.29494 1.0638e-01
1648.87 1.30687 1.0907e-01
1641.15 1.31907 1.0867e-01
1633.44 1.33048 1.0522e-01
1625.73 1.34015 9.9240e-02
1618.01 1.34740 9.1540e-02
1610.30 1.35219 8.3000e-02
1602.58 1.35432 7.4460e-02
1594.87 1.35437 6.6650e-02
1587.16 1.35270 6.0120e-02
1579.44 1.35014 5.5140e-02
1571.73 1.34720 5.1640e-02
1564.01 1.34455 4.9310e-02
1556.30 1.34228 4.7720e-02
1548.58 1.34046 4.6500e-02
1540.87 1.33889 4.5470e-02
1533.16 1.33748 4.4550e-02
1525.44 1.33613 4.3780e-02
1517.73 1.33493 4.3150e-02
1510.02 1.33378 4.2610e-02
1502.30 1.33280 4.2110e-02
1494.59 1.33175 4.1660e-02
1486.87 1.33083 4.1290e-02
1479.16 1.32989 4.0980e-02
1471.45 1.32912 4.0670e-02
1463.73 1.32828 4.0350e-02
1456.02 1.32750 4.0050e-02
1448.30 1.32667 3.9770e-02
1440.59 1.32593 3.9490e-02
1432.88 1.32508 3.9220e-02
1425.16 1.32428 3.9000e-02
1417.45 1.32343 3.8830e-02
1409.73 1.32273 3.8660e-02
1402.02 1.32195 3.8440e-02
1394.31 1.32124 3.8140e-02
1386.59 1.32032 3.7790e-02
1378.88 1.31934 3.7490e-02
1371.16 1.31817 3.7310e-02
1363.45 1.31705 3.7310e-02
1355.74 1.31593 3.7470e-02
1348.02 1.31503 3.7720e-02
1340.31 1.31422 3.7950e-02
1332.59 1.31360 3.8070e-02
1324.88 1.31288 3.8040e-02
1317.17 1.31221 3.7890e-02
1309.45 1.31131 3.7680e-02
1301.74 1.31038 3.7490e-02
1294.02 1.30928 3.7350e-02
1286.31 1.30823 3.7270e-02
1278.60 1.30707 3.7220e-02
1270.88 1.30598 3.7200e-02
1263.17 1.30476 3.7200e-02
1255.45 1.30363 3.7230e-02
1247.74 1.30240 3.7270e-02
1240.03 1.30125 3.7300e-02
1232.31 1.29997 3.7320e-02
1224.60 1.29875 3.7320e-02
1216.88 1.29738 3.7310e-02
1209.17 1.29603 3.7300e-02
1201.46 1.29452 3.7300e-02
1193.74 1.29306 3.7290e-02
1186.03 1.29137 3.7310e-02
1178.31 1.28974 3.7360e-02
1170.60 1.28790 3.7480e-02
1162.89 1.28615 3.7640e-02
1155.17 1.28425 3.7820e-02
1147.46 1.28242 3.8000e-02
1139.74 1.28038 3.8180e-02
1132.03 1.27839 3.8370e-02
1124.32 1.27616 3.8560e-02
1116.60 1.27394 3.8760e-02
1108.89 1.27144 3.9000e-02
1101.17 1.26892 3.9310e-02
