# wn[cm-1] real imag
2127.13 1.34093 1.7390e-02
2119.42 1.34096 1.6940e-02
2111.71 1.34091 1.6430e-02
2103.99 1.34077 1.5880e-02
2096.28 1.34054 1.5300e-02
2088.56 1.34021 1.4730e-02
2080.85 1.33985 1.4150e-02
2073.14 1.33938 1.3580e-02
2065.42 1.33889 1.3010e-02
2057.71 1.33828 1.2450e-02
2050.00 1.33766 1.1900e-02
2042.28 1.33692 1.1380e-02
2034.57 1.33616 1.0880e-02
2026.85 1.33531 1.0430e-02
2019.14 1.33445 1.0020e-02
2011.42 1.33353 9.6400e-03
2003.71 1.33260 9.3000e-03
1996.00 1.33161 8.9900e-03
1988.28 1.33061 8.7200e-03
1980.57 1.32958 8.4800e-03
1972.85 1.32853 8.2600e-03
1965.14 1.32743 8.0800e-03
1957.43 1.32632 7.9100e-03
1949.71 1.32514 7.7800e-03
1942.00 1.32396 7.7000e-03
1934.28 1.32272 7.6700e-03
1926.57 1.32150 7.6800e-03
1918.86 1.32023 7.7400e-03
1911.14 1.31901 7.8100e-03
1903.43 1.31772 7.9000e-03
1895.71 1.31643 8.0000e-03
1888.00 1.31508 8.1300e-03
1880.29 1.31372 8.2900e-03
1872.57 1.31230 8.4700e-03
1864.86 1.31086 8.6700e-03
1857.14 1.30936 8.8900e-03
1849.43 1.30782 9.1100e-03
1841.72 1.30615 9.3400e-03
1834.00 1.30442 9.6000e-03
1826.29 1.30250 9.9200e-03
1818.58 1.30050 1.0310e-02
1810.86 1.29829 1.0810e-02
1803.15 1.29600 1.1430e-02
1795.43 1.29350 1.2190e-02
1787.72 1.29086 1.3100e-02
1780.01 1.28793 1.4210e-02
1772.29 1.28476 1.5640e-02
1764.58 1.28127 1.7510e-02
1756.86 1.27763 2.0000e-02
1749.15 1.27387 2.3220e-02
1741.44 1.27029 2.7210e-02
1733.72 1.26689 3.2010e-02
1726.01 1.26389 3.7680e-02
1718.29 1.26145 4.4330e-02
1710.58 1.26005 5.1970e-02
1702.86 1.25996 6.0400e-02
1695.15 1.26171 6.9200e-02
1687.44 1.26523 7.7870e-02
1679.72 1.27067 8.5920e-02
1672.01 1.27769 9.2880e-02
1664.30 1.28621 9.8320e-02
1656.58 1.29571 1.0186e-01
1648.87 1.30579 1.0319e-01
1641.15 1.31563 1.0222e-01
1633.44 1.32475 9.9090e-02
1625.73 1.33238 9.4260e-02
1618.01 1.33836 8.8250e-02
1610.30 1.34256 8.1610e-02
1602.58 1.34495 7.4820e-02
1594.87 1.34569 6.8380e-02
1587.16 1.34519 6.2680e-02
1579.44 1.34376 5.7920e-02
1571.73 1.34189 5.4050e-02
1564.01 1.33971 5.0950e-02
1556.30 1.33744 4.8530e-02
1548.58 1.33505 4.6780e-02
1540.87 1.33286 4.5630e-02
1533.16 1.33082 4.4980e-02
1525.44 1.32919 4.4640e-02
1517.73 1.32779 4.4510e-02
1510.02 1.32679 4.4440e-02
1502.30 1.32596 4.4320e-02
1494.59 1.32532 4.4090e-02
1486.87 1.32467 4.3770e-02
1479.16 1.32408 4.3380e-02
1471.45 1.32341 4.2950e-02
1463.73 1.32280 4.2480e-02
1456.02 1.32203 4.1990e-02
1448.30 1.32130 4.1480e-02
1440.59 1.32040 4.1000e-02
1432.88 1.31952 4.0570e-02
1425.16 1.31850 4.0230e-02
1417.45 1.31758 3.9970e-02
1409.73 1.31661 3.9750e-02
1402.02 1.31576 3.9540e-02
1394.31 1.31482 3.9320e-02
1386.59 1.31396 3.9070e-02
1378.88 1.31294 3.8820e-02
1371.16 1.31196 3.8590e-02
1363.45 1.31084 3.8420e-02
1355.74 1.30981 3.8310e-02
1348.02 1.30867 3.8260e-02
1340.31 1.30768 3.8250e-02
1332.59 1.30661 3.8250e-02
1324.88 1.30568 3.8240e-02
1317.17 1.30467 3.8190e-02
1309.45 1.30377 3.8090e-02
1301.74 1.30270 3.7940e-02
1294.02 1.30173 3.7740e-02
1286.31 1.30053 3.7510e-02
1278.60 1.29939 3.7260e-02
1270.88 1.29802 3.7030e-02
1263.17 1.29671 3.6820e-02
1255.45 1.29519 3.6660e-02
1247.74 1.29380 3.6540e-02
1240.03 1.29219 3.6440e-02
1232.31 1.29072 3.6370e-02
1224.60 1.28905 3.6310e-02
1216.88 1.28753 3.6240e-02
1209.17 1.28576 3.6160e-02
1201.46 1.28411 3.6080e-02
1193.74 1.28222 3.5980e-02
1186.03 1.28040 3.5880e-02
1178.31 1.27833 3.5790e-02
1170.60 1.27633 3.5700e-02
1162.89 1.27403 3.5630e-02
1155.17 1.27184 3.5570e-02
1147.46 1.26928 3.5530e-02
1139.74 1.26684 3.5540e-02
1132.03 1.26400 3.5600e-02
1124.32 1.26128 3.5740e-02
1116.60 1.25818 3.5950e-02
1108.89 1.25522 3.6260e-02
1101.17 1.25187 3.6650e-02
